day,dsa
2018-01-04 0:00,15199.355
2018-01-05 0:00,17174.12
2018-01-06 0:00,17319.198
2018-01-07 0:00,16651.47167
2018-01-08 0:00,15265.90667
2018-01-09 0:00,14714.25333
2018-01-10 0:00,15126.39833
2018-01-11 0:00,13296.794
2018-01-12 0:00,13912.882
2018-01-13 0:00,14499.77333
2018-01-14 0:00,13852.92
2018-01-15 0:00,14012.196
2018-01-16 0:00,11180.99833
2018-01-17 0:00,11116.94667
2018-01-18 0:00,11345.42333
2018-01-19 0:00,11422.44
2018-01-20 0:00,12950.79333
2018-01-21 0:00,11505.228
2018-01-22 0:00,10544.59333
2018-01-23 0:00,11223.064
2018-01-24 0:00,11282.25833
2018-01-25 0:00,11214.44
2018-01-26 0:00,10969.815
2018-01-27 0:00,11524.77667
2018-01-28 0:00,11765.71
2018-01-29 0:00,11212.655
2018-01-30 0:00,10184.06167
2018-01-31 0:00,10125.01333
2018-02-01 0:00,9083.258333
2018-02-02 0:00,8901.901667
2018-02-03 0:00,9076.678333
2018-02-04 0:00,8400.648333
2018-02-05 0:00,6838.816667
2018-02-06 0:00,7685.633333
2018-02-07 0:00,8099.958333
2018-02-08 0:00,8240.536667
2018-02-09 0:00,8535.516667
2018-02-10 0:00,8319.876566
2018-02-11 0:00,8343.455
2018-02-12 0:00,8811.343333
2018-02-13 0:00,8597.7675
2018-02-14 0:00,9334.633333
2018-02-15 0:00,9977.154
2018-02-16 0:00,10127.16167
2018-02-17 0:00,10841.99167
2018-02-18 0:00,10503.29833
2018-02-19 0:00,11110.965
2018-02-20 0:00,11390.39167
2018-02-21 0:00,10532.79167
2018-02-22 0:00,9931.071667
2018-02-23 0:00,10162.11667
2018-02-24 0:00,9697.956
2018-02-25 0:00,9696.593333
2018-02-26 0:00,10348.60333
2018-02-27 0:00,10763.88333
2018-02-28 0:00,10370.165
2018-03-01 0:00,11009.38167
2018-03-02 0:00,11055.815
2018-03-03 0:00,11326.94833
2018-03-04 0:00,11430.18167
2018-03-05 0:00,11595.54
2018-03-06 0:00,10763.19833
2018-03-07 0:00,10118.058
2018-03-08 0:00,9429.111667
2018-03-09 0:00,9089.278333
2018-03-10 0:00,8746.002
2018-03-11 0:00,9761.396667
2018-03-12 0:00,9182.843333
2018-03-13 0:00,9154.7
2018-03-14 0:00,8151.531667
2018-03-15 0:00,8358.121667
2018-03-16 0:00,8530.402
2018-03-17 0:00,7993.674644
2018-03-18 0:00,8171.415
2018-03-19 0:00,8412.033333
2018-03-20 0:00,8986.948333
2018-03-21 0:00,8947.753333
2018-03-22 0:00,8690.408333
2018-03-23 0:00,8686.826667
2018-03-24 0:00,8662.378333
2018-03-25 0:00,8617.296667
2018-03-26 0:00,8197.548333
2018-03-27 0:00,7876.195
2018-03-28 0:00,7960.38
2018-03-29 0:00,7172.28
2018-03-30 0:00,6882.531667
2018-03-31 0:00,6935.48
2018-04-01 0:00,6794.105
2018-04-02 0:00,7035.848333
2018-04-03 0:00,7410.435
2018-04-04 0:00,6787.761667
2018-04-05 0:00,6826.51
2018-04-06 0:00,6603.876667
2018-04-07 0:00,6927.688
2018-04-08 0:00,7017.656667
2018-04-09 0:00,6699.273333
2018-04-10 0:00,6787.571667
2018-04-11 0:00,6926.266667
2018-04-12 0:00,7847.845
2018-04-13 0:00,7895.408333
2018-04-14 0:00,8036.511051
2018-04-15 0:00,8340.748333
2018-04-16 0:00,8043.803333
2018-04-17 0:00,7895.416926
2018-04-18 0:00,8164.937426
2018-04-19 0:00,8254.625
2018-04-20 0:00,8852.718333
2018-04-21 0:00,8807.205
2018-04-22 0:00,8838.548333
2018-04-23 0:00,8933.861667
2018-04-24 0:00,9555.542
2018-04-25 0:00,8995.506667
2018-04-26 0:00,9258.398333
2018-04-27 0:00,9010.32
2018-04-28 0:00,9326.173333
2018-04-29 0:00,9334.281667
2018-04-30 0:00,9259.57
2018-05-01 0:00,9075.136667
2018-05-02 0:00,9221.426
2018-05-03 0:00,9639.268333
2018-05-04 0:00,9710.73
2018-05-05 0:00,9803.306667
2018-05-06 0:00,9630.136277
2018-05-07 0:00,9345.69
2018-05-08 0:00,9228.608333
2018-05-09 0:00,9322.041667
2018-05-10 0:00,9101.483333
2018-05-11 0:00,8468.788
2018-05-12 0:00,8484.346667
2018-05-13 0:00,8727.651667
2018-05-14 0:00,8652.038333
2018-05-15 0:00,8511.458
2018-05-16 0:00,8340.703333
2018-05-17 0:00,8106.118333
2018-05-18 0:00,8240.055
2018-05-19 0:00,8223.288333
2018-05-20 0:00,8507.406667
2018-05-21 0:00,8385.556187
2018-05-22 0:00,8015.58
2018-05-23 0:00,7555.74
2018-05-24 0:00,7566.193333
2018-05-25 0:00,7445.238333
2018-05-26 0:00,7342.908333
2018-05-27 0:00,7361.831667
2018-05-28 0:00,7130.541667
2018-05-29 0:00,7459.876667
2018-05-30 0:00,7385.395
2018-05-31 0:00,7491.434
2018-06-01 0:00,7535.146667
2018-06-02 0:00,7645.146667
2018-06-03 0:00,7699.886
2018-06-04 0:00,7500.273333
2018-06-05 0:00,7615.722142
2018-06-06 0:00,7655.613333
2018-06-07 0:00,7676.271667
2018-06-08 0:00,7620.153333
2018-06-09 0:00,7564.408333
2018-06-10 0:00,6776.888333
2018-06-11 0:00,6875.678333
2018-06-12 0:00,6535.081667
2018-06-13 0:00,6315.7
2018-06-14 0:00,6647.013333
2018-06-15 0:00,6434.088
2018-06-16 0:00,6509.426667
2018-06-17 0:00,6464.411667
2018-06-18 0:00,6713.488
2018-06-19 0:00,6737
2018-06-20 0:00,6714.718333
2018-06-21 0:00,6733.901667
2018-06-22 0:00,6332.573333
2018-06-23 0:00,6141.605833
2018-06-24 0:00,6037.008333
2018-06-25 0:00,6211.4475
2018-06-26 0:00,6218.595
2018-06-27 0:00,6105.295
2018-06-28 0:00,6107.896154
2018-06-29 0:00,5908.7025
2018-06-30 0:00,6381.390833
2018-07-01 0:00,6374.754167
2018-07-02 0:00,6466.069167
2018-07-03 0:00,6613.685833
2018-07-04 0:00,6593.289167
2018-07-05 0:00,6603.376667
2018-07-06 0:00,6569.496154
2018-07-07 0:00,6594.281667
2018-07-08 0:00,6753.559167
2018-07-09 0:00,6723.8725
2018-07-10 0:00,6510.791667
2018-07-11 0:00,6377.363333
2018-07-12 0:00,6233.595
2018-07-13 0:00,6244.3575
2018-07-14 0:00,6241
2018-07-15 0:00,6316.881667
2018-07-16 0:00,6514.390833
2018-07-17 0:00,6869.910833
2018-07-18 0:00,7398.661667
2018-07-19 0:00,7396.401667
2018-07-20 0:00,7428.045
2018-07-21 0:00,7352.495385
2018-07-22 0:00,7451.289167
2018-07-23 0:00,7689.884167
2018-07-24 0:00,8112.93
2018-07-25 0:00,8251.165
2018-07-26 0:00,8187.324167
2018-07-27 0:00,8025.2575
2018-07-28 0:00,8182.251667
2018-07-29 0:00,8206.341667
2018-07-30 0:00,8143.148333
2018-07-31 0:00,7916.800833
2018-08-01 0:00,7570.869167
2018-08-02 0:00,7593.149167
2018-08-03 0:00,7394.499167
2018-08-04 0:00,7247.769167
2018-08-05 0:00,6998.718333
2018-08-06 0:00,6988.079167
2018-08-07 0:00,6993.513333
2018-08-08 0:00,6450.366923
2018-08-09 0:00,6396.7725
2018-08-10 0:00,6396.494667
2018-08-11 0:00,6195.653333
2018-08-12 0:00,6311.131667
2018-08-13 0:00,6347.07
2018-08-14 0:00,6050.9425
2018-08-15 0:00,6362.676923
2018-08-16 0:00,6342.629231
2018-08-17 0:00,6476.9
2018-08-18 0:00,6436.720833
2018-08-19 0:00,6404.063333
2018-08-20 0:00,6434.559167
2018-08-21 0:00,6401.246154
2018-08-22 0:00,6575.229167
2018-08-23 0:00,6434.881667
2018-08-24 0:00,6543.645714
2018-08-25 0:00,6719.429231
2018-08-26 0:00,6673.274167
